author,path,insertions,deletions,touches,churn
Vanish,ProjectSettings/MemorySettings.asset,35,0,1,35
Vanish,Packages/com.unity.render-pipelines.universal/Editor/BuildProcessors/GraphicsSettingsStrippers/OnTilePostProcessStripper.cs,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/ChromaticAberrationConverter.cs,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/LightingMetaPass.hlsl,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/2D/Shadows/ShadowProvider/Providers/ShadowShapeProvider2D_Utility.cs,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/RendererFeatures/SurfaceCacheGI/FallbackMaterial.shader,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Shaders/XR/XRMirrorView.shader,34,0,1,34
Vanish,Packages/com.unity.render-pipelines.universal/Third Party Notices.md,34,0,1,34
Vanish,Assets/GameMain/Scripts/RunTime/GamePlay/Entities/PlatformerGame/ChangeBackground/ChangeBackgroundArea.cs,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_01.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_02.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_03.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_04.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_05.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_06.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_07.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_08.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/LDtk_background_Chapter_Platformer_09.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_01.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_02.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_03.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_04.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_05.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_06.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_07.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_08.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_energyCore_09.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_01.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_02.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_03.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_04.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_05.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_06.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_07.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_08.asset,34,0,1,34
Vanish,Assets/Resources/BackGrounds/art_background_mineZone_09.asset,34,0,1,34
Vanish,.editorconfig,34,0,2,34
Vanish,Assets/Core/GameCoreSystems/Audio/Entry/Audio3DAudioEntry.cs,34,0,1,34
Vanish,Assets/Core/GameCoreSystems/Audio/Entry/SetParameterFromEventEntry.cs,34,0,1,34
Vanish,Assets/LDtkUnity/Editor/CustomEditor/Importer/LDtkConfigImporterEditor.cs,29,5,2,34
Vanish,Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedEnum.cs,30,4,2,34
Vanish,Assets/LDtkUnity/Runtime/Data/Schema/Level/LevelBackgroundPosition.cs,33,1,2,34
Vanish,Assets/Plugins/Zenject/OptionalExtras/Signals/Internal/Binders/SignalTickPriorityCopyBinder.cs,27,7,2,34
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/Factory/FactoryToChoiceIdBinder/FactoryToChoiceIdBinder4.cs,28,6,2,34
Vanish,Assets/Plugins/Zenject/Source/Install/ScriptableObjectInstallerBase.cs,33,1,2,34
Vanish,Assets/Plugins/Zenject/Source/Install/ZenjectManagersInstaller.cs,30,4,2,34
Vanish,FMOD Project/Metadata/EncodingSetting/{e8cf84fd-2b13-4cfe-82da-f09bd25d6f4f}.xml,17,17,2,34
Vanish,FMOD Project/Metadata/EncodingSetting/{fa3463e9-0731-437c-8bee-4e68a4d3ffea}.xml,17,17,2,34
Vanish,FMOD Project/Metadata/Platform/{8d452eed-4519-4e5e-9f8d-5ab4c83b0c2a}.xml,17,17,2,34
Vanish,FMOD Project/Metadata/Platform/{c9f35dc9-139f-472b-8888-8ad9fad5168c}.xml,17,17,2,34
Vanish,Assets/Core/Command/AbastractManagerCommand.cs,32,2,2,34
Vanish,Assets/Demos/FunctionDev/InGameConsole测试Demo/InGameConsoleTestDemo.asmdef,17,17,2,34
Vanish,Assets/Plugins/Easy Save 3/Scripts/EasySave3.asmdef,17,17,2,34
Vanish,Assets/Plugins/FMOD/platforms/linux/lib/x86_64/libfmodstudioL.so.meta,34,0,2,34
Vanish,Assets/Plugins/FMOD/platforms/mac/lib/fmodstudioL.bundle.meta,34,0,2,34
Vanish,Assets/Plugins/FMOD/platforms/win/lib/x86/fmodstudioL.dll.meta,34,0,2,34
Vanish,Assets/Plugins/FMOD/platforms/win/lib/x86_64/fmodstudioL.dll.meta,34,0,2,34
Vanish,Assets/AddressableAssetsData/ProfileDataSourceSettings.asset,34,0,1,34
Vanish,Packages/nuget-packages/InstalledPackages/System.Threading.Channels.8.0.0/System.Threading.Channels.nuspec,34,0,1,34
Vanish,Assets/Plugins/IngameDebugConsole/Editor/IngameDebugConsole.Editor.asmdef,34,0,2,34
Vanish,Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/VFXShaderGraphGUI.cs,33,0,1,33
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/RendererFeatures/SurfaceCacheGI/SurfaceCacheCore/Estimation.hlsl,33,0,1,33
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/RendererFeatures/SurfaceCacheGI/SurfaceCacheCore/TemporalFiltering.compute,33,0,1,33
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/UniversalRenderPipelineRenderGraph.cs,33,0,1,33
Vanish,Packages/com.unity.render-pipelines.universal/Samples~/URPPackageSamples/CameraStacking/3D Skybox/Scripts/SkyboxCamera.cs,33,0,1,33
Vanish,Assets/GameMain/Scripts/RunTime/GamePlay/PlayerControl/PlayerStateEndSet.cs,31,2,2,33
Vanish,Assets/GameMain/LDtkProject/BackGrounds/LDtk_background_Chapter1_08.asset,0,33,1,33
Vanish,Assets/GameMain/LDtkProject/BackGrounds/LDtk_background_Chapter1_09.asset,0,33,1,33
Vanish,Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedMultiline.cs,29,4,2,33
Vanish,Assets/LDtkUnity/Runtime/Data/Extensions/Definition/ScriptableObjects/Serializable/LDtkDefinitionObjectCommand.cs,28,5,2,33
Vanish,Assets/LDtkUnity/Runtime/Data/Schema/Level/NeighbourLevel.cs,32,1,2,33
Vanish,Assets/Plugins/Zenject/Source/Factories/Pooling/Util/DictionaryPool.cs,32,1,2,33
Vanish,Assets/Plugins/Zenject/Source/Runtime/AnimatorInterfaces/AnimatorIkHandlerManager.cs,30,3,2,33
Vanish,Assets/Plugins/Zenject/Source/Runtime/AnimatorInterfaces/AnimatorMoveHandlerManager.cs,30,3,2,33
Vanish,Assets/Plugins/Zenject/Source/Runtime/SceneContextRegistryAdderAndRemover.cs,31,2,2,33
Vanish,Assets/Demos/FpDemo/FpSample.cs.meta,22,11,3,33
Vanish,Assets/Demos/InGameConsole测试Demo/Samples/BasicCommandSamples.cs.meta,22,11,3,33
Vanish,Assets/Demos/InGameConsole测试Demo/Samples/CustomParameterSamples.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/CodeUnfuckerBridge.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/CodeUnfuckerConfig.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/CodeUnfuckerConfigManager.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/CodeUnfuckerConfigTest.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/CodeUnfuckerWindow.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/DotnetConfigWindow.cs.meta,22,11,3,33
Vanish,Assets/Editor/CodeUnfucker/OperationPanel.cs.meta,22,11,3,33
Vanish,Assets/Editor/RoslynBridge.cs.meta,11,22,3,33
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/AssetCallbacks/CreateSixWayShaderGraph.cs,32,0,1,32
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/RenderGraph/RenderGraphGraphicsAutomatedTests.cs,32,0,1,32
Vanish,Packages/com.unity.render-pipelines.universal/Shaders/Nature/SpeedTreeUtility.hlsl,32,0,1,32
Vanish,Packages/com.unity.render-pipelines.universal/Tests/Runtime/Unity.RenderPipelines.Universal.Runtime.Tests.asmdef,32,0,1,32
Vanish,Assets/Core/GameCoreSystems/Scene/VgSceneManager.cs,30,2,3,32
Vanish,Assets/Core/GameCore/Registry/IGameCoreHookRegistry.cs,30,2,2,32
Vanish,Assets/Core/SaveSystem/SaveContainer.cs,16,16,2,32
Vanish,Assets/Core/Save/SaveContainer.cs,16,16,2,32
Vanish,Assets/Plugins/FMOD/src/Editor/StudioEventEmitterGizmoDrawer.cs,28,4,3,32
Vanish,Assets/Plugins/UniTask/Runtime/Internal/UnityWebRequestExtensions.cs,30,2,2,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/Signals/Internal/Binders/DeclareSignal/DeclareSignalIdRequireHandlerAsyncTickPriorityCopyBinder.cs,25,7,2,32
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/Factory/FactoryToChoiceIdBinder/FactoryToChoiceIdBinder2.cs,26,6,2,32
Vanish,Assets/Plugins/Zenject/Source/Util/ZenjectException.cs,24,8,2,32
Vanish,Assets/ThirdParty/AmplifyShaderEditor/Plugins/Editor/Nodes/ISignalGenerator.cs,16,16,3,32
Vanish,Assets/GameMain/Scripts/Editor/Level/LDtkPostProcessor/LDtkIdentifiers.cs,16,16,2,32
Vanish,Assets/LDtkUnity/package.json,32,0,1,32
Vanish,Assets/Rendering/Src/RainRustRenderPipelineAsset.cs,16,16,2,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Zenject-ReflectionBaking.csproj.meta,16,16,4,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/Signals/Zenject-Signals.csproj.meta,16,16,4,32
Vanish,Assets/AddressableAssetsData/AssetGroups/Schemas/Default Local Group_ContentUpdateGroupSchema.asset,16,16,2,32
Vanish,Assets/Demos/FunctionDev/LoadingDemo/LoadingDemo.asmdef,16,16,2,32
Vanish,Assets/Demos/Prototypes/二次开题原型/Prototype-v0.asmdef,16,16,2,32
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Config/Editor/AOTGenerationConfig.asset.meta,16,16,4,32
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Config/Editor/ColorPaletteManager.asset.meta,16,16,4,32
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Config/Editor/ImportSettingsConfig.asset.meta,16,16,4,32
Vanish,Assets/Plugins/FMOD/platforms/android/lib/arm64-v8a/libresonanceaudio.so.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/android/lib/fmod.jar.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/2.0.19/libfmodstudio.a.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/2.0.19/libfmodstudioL.a.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/3.1.39/libfmodstudio.a.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/3.1.39/libfmodstudioL.a.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/3.1.8/libfmodstudio.a.meta,32,0,2,32
Vanish,Assets/Plugins/FMOD/platforms/html5/lib/3.1.8/libfmodstudioL.a.meta,32,0,2,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Lib/Zenject.ReflectionBaking.Mono.Cecil.Mdb.dll.meta,32,0,1,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Lib/Zenject.ReflectionBaking.Mono.Cecil.Pdb.dll.meta,32,0,1,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Lib/Zenject.ReflectionBaking.Mono.Cecil.Rocks.dll.meta,32,0,1,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Lib/Zenject.ReflectionBaking.Mono.Cecil.dll.meta,32,0,1,32
Vanish,Assets/Plugins/Zenject/OptionalExtras/SampleGame1 (Beginner)/Scripts/Util/UnityExtensionMethods.cs,32,0,1,32
Vanish,Assets/Plugins/Zenject/Source/Usage/Zenject-usage.dll.meta,32,0,1,32
Vanish,Packages/nuget-packages/InstalledPackages/Microsoft.Bcl.TimeProvider.8.0.0/Microsoft.Bcl.TimeProvider.nuspec,32,0,1,32
Vanish,Assets/GameMain/Scripts/RunTime/ConsoleUtilities/GameMain.RunTime.ConsoleUtilities.asmdef,32,0,2,32
Vanish,Assets/ProjectMain.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/SampleSceneProfile.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-Balanced-Renderer.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-Balanced.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-HighFidelity-Renderer.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-HighFidelity.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-Performant-Renderer.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Rendering/Settings/URP-Performant.asset.meta,16,16,4,32
Vanish,Assets/ProjectMain/Scenes.meta,16,16,4,32
Vanish,Assets/ProjectMain/Scripts.meta,16,16,4,32
Vanish,Assets/ProjectMain/Scripts/Editor.meta,16,16,4,32
Vanish,Assets/ProjectMain/Scripts/RunTime.meta,16,16,4,32
Vanish,Assets/ProjectMain/VisualEffects.meta,16,16,4,32
Vanish,ProjectConfig/CodeUnfuckerConfig.json,32,0,2,32
Vanish,Assets/TutorialInfo/Scripts/Readme.cs,16,16,2,32
Vanish,Stats/code_keyword_summary.csv,31,0,1,31
Vanish,Assets/GameMain/Scenes/Develop/GameLevel2.unity,17,14,8,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/2D/Shadows/ShadowProvider/ShadowShape2DProvider_SpriteSkin_PropertyDrawer.cs,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Converter/InitializeConverterContext.cs,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Converter/converter_widget_main.uxml,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Decal/DecalProjectorEditor.Skin.cs,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/AssetCallbacks/CreateLitShaderGraph.cs,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/GraphTemplates/2D/1_2D Sprite Unlit.shadergraph.meta,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/DepthOnlyPass.hlsl,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/Shaders/VFXSGSurfaceData.template,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/2D/Shadows/CompositeShadowCaster2D.cs,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/UniversalAdditionalCameraData.deprecated.cs,31,0,1,31
Vanish,Assets/Core/Input/InputAction.cs,30,1,3,31
Vanish,Assets/LDtkUnity/Editor/CustomEditor/LDtkJsonEditorCacheInstance.cs,29,2,2,31
Vanish,Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedColor.cs,27,4,2,31
Vanish,Assets/LDtkUnity/Runtime/Data/Schema/Enum/EditorDisplayMode.cs,29,2,2,31
Vanish,Assets/LDtkUnity/Runtime/Tools/TileKeyFormat.cs,30,1,2,31
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/ConcreteBinders/ConcreteIdBinderGeneric.cs,25,6,2,31
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/ConcreteBinders/ConcreteIdBinderNonGeneric.cs,25,6,2,31
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/Factory/FactoryToChoiceIdBinder/FactoryToChoiceIdBinder0.cs,25,6,2,31
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/IfNotBoundBinder.cs,25,6,2,31
Vanish,Assets/Plugins/Zenject/Source/Editor/EditorStaticInstaller.cs,30,1,2,31
Vanish,Assets/Core/CoreModule/GlobalConfiguration/GlobalConfigurationManager.cs,23,8,2,31
Vanish,Assets/Core/CoreModule/PostProcessing/VgPostProcessingManager.cs,23,8,2,31
Vanish,Assets/Plugins/Zenject/OptionalExtras/TestFramework/ZenjectUnitTestFixture.cs,31,0,1,31
Vanish,Assets/Plugins/Zenject/Source/Factories/Pooling/Util/HashSetPool.cs,31,0,1,31
Vanish,Packages/nuget-packages/InstalledPackages/Microsoft.Bcl.AsyncInterfaces.6.0.0/Microsoft.Bcl.AsyncInterfaces.nuspec,31,0,1,31
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Decal/CreateDecalShaderGraph.cs,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Lighting/UniversalRenderPipelineLightUI.PresetInspector.cs,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGUI/ShadergraphSpriteGUI.cs,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/ShadowCasterPass.hlsl,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/ShaderLibrary/Deprecated.cs,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/Tests/Editor/Unity.RenderPipelines.Universal.Editor.Tests.asmdef,30,0,1,30
Vanish,Assets/GameMain/Scripts/RunTime/GamePlay/PlayerControl/Checkpoint/CheckpointAnimTemp.cs,30,0,1,30
Vanish,Assets/GameMain/Scripts/RunTime/PlayerControl/Checkpoint/CheckpointAnimTemp.cs,0,30,1,30
Vanish,Assets/Core/GameCoreSystems/Audio/Entry/DirectPlayManagedEntry.cs,30,0,2,30
Vanish,Assets/Core/CoreModule/Audio/AudioEventSheet.cs,15,15,2,30
Vanish,Assets/GameMain/Scenes/GameLevel1.unity,15,15,8,30
Vanish,Assets/Core/EventSystem/Events/GameEntryInitEvent.cs,15,15,3,30
Vanish,Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedFilePath.cs,26,4,2,30
Vanish,Assets/LDtkUnity/Runtime/Data/Extensions/Definition/IntGridValueDefinition.cs,26,4,2,30
Vanish,Assets/LDtkUnity/Runtime/Data/Schema/Definition/IntGridValueGroupDefinition.cs,29,1,2,30
Vanish,Assets/Plugins/Zenject/Source/Binding/Binders/Factory/FactoryToChoiceIdBinder/FactoryToChoiceIdBinder1.cs,25,5,2,30
Vanish,Assets/Plugins/Zenject/Source/Util/ExecutionOrderInstaller.cs,29,1,2,30
Vanish,FMOD Project/Metadata/SnapshotGroup/{2dcd07b1-59b3-40e5-9a17-4b3c6efc2f22}.xml,15,15,2,30
Vanish,Assets/LDtkUnity/Runtime/LDtkUnity.Runtime.asmdef,30,0,1,30
Vanish,Assets/Rendering/Src/RainRustRenderPipeline.cs,15,15,2,30
Vanish,Assets/ThirdParty/AmplifyShaderEditor/AmplifyShaderEditor.asmdef,15,15,2,30
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Assets/Editor/Bootstrap License.txt,30,0,1,30
Vanish,Assets/Plugins/ConsolePro/Editor/ConsolePro.Editor.dll.meta,30,0,1,30
Vanish,Packages/com.unity.render-pipelines.universal/Editor/2D/ShaderGraph/AssetCallbacks/CreateSpriteCustomLitShaderGraph.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/2D/ShaderGraph/AssetCallbacks/CreateSpriteLitShaderGraph.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/BuildProcessors/GraphicsSettingsStrippers/RendererStripper.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2ToURPConvertersDefinition.asmdef,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/Converter/converter_editor.uxml,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/SceneTemplates/URPBasicScenePipeline.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/AssetCallbacks/CreateTerrainShaderGraph.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/UniversalBlockFields.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Samples~/URPPackageSamples/RendererFeatures/BlitToRTHandle/BlitToRTHandleRendererFeature.cs,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/ShaderLibrary/VisualEffectVertex.hlsl,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Shaders/Nature/SpeedTree7Input.hlsl,29,0,1,29
Vanish,Assets/GameMain/Scripts/RunTime/UI/SuperText/CharacterEffectRegistry.cs,29,0,1,29
Vanish,Assets/Core/Events/GameCore/GameCoreEvents.cs,22,7,3,29
Vanish,Assets/Core/GameCoreSystems/Stats/README.md,27,2,2,29
Vanish,Assets/Core/GameCoreSystems/Audio/Entry/AudioParameterEntry.cs,29,0,1,29
Vanish,Assets/Core/GameCoreSystems/Audio/Entry/DefaultAudioEntry.cs,29,0,1,29
Vanish,Assets/LDtkUnity/Editor/Prefs/LDtkProjectSettings.cs,25,4,2,29
Vanish,Assets/LDtkUnity/Editor/Utility/Scopes/LDtkStopwatchScope.cs,28,1,2,29
Vanish,Assets/LDtkUnity/Runtime/Data/Extensions/Definition/LdtkTableOfContentEntry.cs,27,2,2,29
Vanish,Assets/LDtkUnity/Runtime/Data/Extensions/Level/World.cs,25,4,2,29
Vanish,Assets/Plugins/Zenject/OptionalExtras/MemoryPoolMonitor/Editor/DebugWindow/MpmWindow.cs,28,1,2,29
Vanish,Assets/Plugins/Zenject/OptionalExtras/SampleGame2 (Advanced)/Scripts/Misc/ControlsDisplay.cs,28,1,2,29
Vanish,Assets/Plugins/Zenject/OptionalExtras/Signals/Internal/Binders/DeclareSignal/DeclareSignalAsyncTickPriorityCopyBinder.cs,25,4,2,29
Vanish,Assets/Plugins/Zenject/Source/Providers/PrefabProviders/PrefabProvider.cs,27,2,2,29
Vanish,Assets/Demos/FunctionDev/CharacterControllerDemo/PlayerMovementTickOrder.cs,29,0,1,29
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/Configs/OdinLocalizationConfig.asset,29,0,1,29
Vanish,Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/Sirenix.OdinInspector.Modules.UnityLocalization.Editor.asmdef,29,0,1,29
Vanish,Assets/Plugins/Zenject/Source/Editor/Editors/GameObjectContextEditor.cs,29,0,1,29
Vanish,Assets/Plugins/Zenject/Source/Editor/Editors/RunnableContextEditor.cs,29,0,1,29
Vanish,Packages/nuget-packages/InstalledPackages/System.Runtime.CompilerServices.Unsafe.6.0.0/System.Runtime.CompilerServices.Unsafe.nuspec,29,0,1,29
Vanish,Assets/Plugins/Demigiant/DOTween/readme.txt,29,0,1,29
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/DecalMeshBiasTypeEnum.cs,28,0,1,28
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/PBR2DPass.hlsl,28,0,1,28
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/ShaderPass.hlsl,28,0,1,28
Vanish,Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/UniversalStructFields.cs,28,0,1,28
Vanish,Packages/com.unity.render-pipelines.universal/Runtime/Documentation.cs,28,0,1,28
Vanish,Assets/GameMain/Scripts/RunTime/GameCoreSystems/LevelManager/RuntimeEntityRegistry.cs,28,0,1,28
Vanish,Assets/AddressableAssetsData/link.xml.meta,14,14,4,28
Vanish,Assets/Core/CoreModule/Audio/Entry/SetParameterEntry.cs,14,14,2,28
Vanish,Assets/Core/CoreModule/CoreModuleLoader/Loader/CameraLoadInfo.cs,14,14,2,28
Vanish,Assets/Core/CoreModule/CoreModuleLoader/Loader/ProgressBarLoadInfo.cs,14,14,2,28
Vanish,Assets/Core/CoreModule/Scene/VgSceneManager.cs,14,14,2,28
Vanish,ProjectSettings/VFXManager.asset,24,4,2,28
Vanish,Assets/Core/Load/Loader/CameraLoadInfo.cs,14,14,2,28
Vanish,Assets/Core/Load/Loader/ProgressBarLoadInfo.cs,14,14,2,28
Vanish,Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/HandleDrawers/LDtkFieldDrawerValue.cs,26,2,2,28
Vanish,Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedString.cs,25,3,2,28
Vanish,Assets/LDtkUnity/Editor/Utility/EnumScripts/LDtkEnumFactoryTemplate.cs,25,3,2,28
Vanish,Assets/LDtkUnity/Runtime/UnityAssets/Json/LDtkLevelFile.cs,27,1,2,28
Vanish,Assets/LDtkUnity/Runtime/UnityAssets/Json/LDtkTilesetFile.cs,27,1,2,28
Vanish,Assets/Plugins/UniTask/Runtime/AsyncUnit.cs,27,1,2,28
Vanish,Assets/Plugins/Zenject/OptionalExtras/ReflectionBaking/Unity/ReflectionBakingMenuItems.cs,27,1,2,28
Vanish,FMOD Project/Metadata/Bank/{816d4737-171a-41e7-a9f0-32996ece71cb}.xml,14,14,2,28
Vanish,FMOD Project/Metadata/SnapshotGroup/{2e15ae1f-9888-48d4-9994-adc998ae281e}.xml,14,14,2,28
Vanish,FMOD Project/Metadata/VCA/{bf15a3f1-6824-492a-8cb1-db2383349f1b}.xml,14,14,2,28
Vanish,FMOD/Metadata/Master.xml,28,0,1,28
Vanish,Assets/Rendering/Settings/vrp_pipelineAsset_default.asset,14,14,2,28
Vanish,Assets/Rendering/Settings/VRP_PipelineAsset.asset,14,14,2,28
Vanish,Assets/Rendering/Src/RainRustRenderPipeline.asmdef,14,14,2,28
Vanish,Assets/Plugins/Easy Save 3/Editor/ES3InspectorInfoEditor.cs,14,14,2,28
Vanish,Assets/Plugins/UniTask/Runtime/External/Addressables/UniTask.Addressables.asmdef,28,0,1,28
Vanish,Assets/ProjectMain/Scenes/SampleScene.unity.meta,14,14,4,28
Vanish,Assets/ProjectMain/Scripts/Editor/GameMain.Editor.asmdef.meta,14,14,4,28
