path,line,text
Packages/com.unity.render-pipelines.universal/ShaderLibrary/Core.hlsl,61,"// TODO: add MSAA support, which is not being used anywhere in URP at the moment"
Packages/com.unity.render-pipelines.universal/ShaderLibrary/GlobalIllumination.hlsl,528,"// TODO: ""grazing term"" causes problems on full roughness"
Packages/com.unity.render-pipelines.universal/ShaderLibrary/GlobalIllumination.hlsl,572,"// TODO: ""grazing term"" causes problems on full roughness"
Packages/com.unity.render-pipelines.universal/ShaderLibrary/Shadows.hlsl,109,StructuredBuffer<float4>   _AdditionalShadowParams_SSBO;        // Per-light data - TODO: test if splitting _AdditionalShadowParams_SSBO[lightIndex].w into a separate StructuredBuffer<int> buffer is faster
Packages/com.unity.render-pipelines.universal/ShaderLibrary/Shadows.hlsl,338,// TODO: We could use branch here to save some perf on some platforms.
Packages/com.unity.render-pipelines.universal/Editor/TrackballUIDrawer.cs,7,// TODO: Should be cleaned up and put into CoreRP/Editor
Packages/com.unity.render-pipelines.universal/Editor/ShaderScriptableStripper.cs,460,// TODO: add a way to communicate this requirement from the xr plugin directly
Packages/com.unity.render-pipelines.universal/Editor/ShaderScriptableStripper.cs,538,// TODO: Strip off variants once we have global soft shadows option for forcing instead as support
Packages/com.unity.render-pipelines.universal/Editor/AnimationClipUpgrader.cs,179,"// TODO: right now, clip dependencies are gathered in Animation/Animator, so this may not be needed..."
Packages/com.unity.render-pipelines.universal/Editor/AnimationClipUpgrader.cs,239,"// TODO: right now, clip dependencies are gathered in Animation/Animator, so this may not be needed..."
Packages/com.unity.render-pipelines.universal/Editor/AnimationClipUpgrader.cs,394,// TODO: report paths of specific assets that contribute to problematic results?
Packages/com.unity.render-pipelines.universal/Editor/Overrides/ShadowsMidtonesHighlightsEditor.cs,7,// TODO: handle retina / EditorGUIUtility.pixelsPerPoint
Packages/com.unity.render-pipelines.universal/Editor/Decal/DecalShaderGraphGUI.cs,109,// TODO: scope
Packages/com.unity.render-pipelines.universal/Editor/Decal/DecalProjectorEditor.cs,373,// TODO: Decide if uvHandles.size should ever have negative value. It can't currently.
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Targets/UniversalTarget.cs,1786,"{ kTextureStack, IncludeLocation.Pregraph },        // TODO: put this on a conditional"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Targets/UniversalDecalSubTarget.cs,83,"context.AddCustomEditorForRenderPipeline(""UnityEditor.Rendering.Universal.DecalShaderGraphGUI"", typeof(UnityEngine.Rendering.Universal.UniversalRenderPipelineAsset)); // TODO: This should be owned by URP"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Targets/UniversalDecalSubTarget.cs,549,"validPixelBlocks = DecalBlockMasks.Fragment, // todo"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Targets/UniversalDecalSubTarget.cs,577,"validPixelBlocks = DecalBlockMasks.Fragment, // todo"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Targets/UniversalFullscreenSubTarget.cs,12,"static readonly GUID kSourceCodeGuid = new GUID(""48080a5025a54a84087e882e2f988642"");  // UniversalFullscreenSubTarget.cs // TODO"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/CanvasPass.hlsl,52,// TODO: Change to inline ifdef
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/UITKPass.hlsl,49,"// TODO: In the future, we should try to use surfaceDescription.coverage instead of computing coverage outside"
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/Varyings.hlsl,138,// TODO: Avoid path via VertexPositionInputs (Universal)
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/Varyings.hlsl,181,// TODO: Change to inline ifdef
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/ShaderPassDecal.hlsl,150,if (_DecalMeshBiasType == DECALMESHDEPTHBIASTYPE_VIEW_BIAS) // TODO: Check performance of branch
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Includes/ShaderPassDecal.hlsl,156,if (_DecalMeshBiasType == DECALMESHDEPTHBIASTYPE_DEPTH_BIAS) // TODO: Check performance of branch
Packages/com.unity.render-pipelines.universal/Editor/ShaderGraph/Templates/SharedCode.template.hlsl,81,#else // TODO: XR support for procedural instancing because in this case UNITY_ANY_INSTANCING_ENABLED is not defined and instanceID is incorrect.
Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/VFXURPLitMeshOutput.cs,32,if (!HasStrips(true)) // TODO make it compatible with strips
Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/VFXURPLitMeshOutput.cs,64,// TODO Add a experimental bool to setting attribute
Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/VFXURPBinder.cs,315,"AttributesMeshVFX, // TODO: Could probably re-use the original HD Attributes Mesh and just ensure Instancing enabled."
Packages/com.unity.render-pipelines.universal/Editor/VFXGraph/VFXAbstractParticleURPLitOutput.cs,45,//TODO: Move these types to a utility in VFX package
Packages/com.unity.render-pipelines.universal/Editor/Converter/AnimationClipConverter.cs,49,// TODO: need to know how materials will be upgraded in order to generate warnings
Packages/com.unity.render-pipelines.universal/Editor/Converter/AnimationClipConverter.cs,75,// TODO: could pass in upgrade paths used by materials in the future
Packages/com.unity.render-pipelines.universal/Editor/Converter/RenderPipelineConverterVisualElement.cs,19,// TODO: Once attributes land on all the converters use m_ConverterInfo;
Packages/com.unity.render-pipelines.universal/Editor/Converter/RenderPipelineConverterVisualElement.cs,36,public Action showMoreInfo; // TODO Remove with the UX rework
Packages/com.unity.render-pipelines.universal/Editor/Converter/RenderPipelineConverterManager.cs,59,// TODO: As the converters have data stored inside during initialization we need to clear the states
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2Converter.cs,85,// TODO: Upcoming changes to GlobalObjectIdentifierToObjectSlow will allow
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2Converter.cs,211,// TODO: Upcoming changes to GlobalObjectIdentifierToObjectSlow will allow it
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2Converter.cs,268,// TODO: unless there's good way to tell the if the object is just missing because it was already
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2Converter.cs,300,// TODO: unless there's good way to tell the if the object is just missing because it was already
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/PPv2Converter.cs,339,// TODO:
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/VignetteConverter.cs,41,// TODO: No clear conversions for these?
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/ChromaticAberrationConverter.cs,24,// TODO: Verify that these are 1:1 conversions for visual parity
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/ChromaticAberrationConverter.cs,28,// TODO: No clear conversions for these?
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/BloomConverter.cs,33,// TODO: No clear conversions for these?
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/DepthOfFieldConverter.cs,33,// TODO: No clear conversions for these?
Packages/com.unity.render-pipelines.universal/Editor/Converter/PPv2/EffectConverters/GrainConverter.cs,37,// TODO: No clear conversions for these?
Packages/com.unity.render-pipelines.universal/Editor/AssetPostProcessors/MaterialPostprocessor.cs,277,// In older version there was a bug that these shaders did not had HDR attribute on emission property.
Packages/com.unity.render-pipelines.universal/Editor/ShaderGUI/BaseShaderGUI.cs,932,// Temporary fix for lightmapping. TODO: to be replaced with attribute tag.
Packages/nuget-packages/InstalledPackages/Microsoft.Bcl.TimeProvider.8.0.0/PACKAGE.md,57,Microsoft.Bcl.TimeProvider is released as open source under the [MIT license](https://licenses.nuget.org/MIT). Bug reports and contributions are welcome at [the GitHub repository](https://github.com/dotnet/runtime).
Packages/nuget-packages/InstalledPackages/System.Threading.Channels.8.0.0/PACKAGE.md,73,System.Threading.Channels is released as open source under the [MIT license](https://licenses.nuget.org/MIT). Bug reports and contributions are welcome at [the GitHub repository](https://github.com/dotnet/runtime).
Assets/Plugins/FMOD/src/fmod_errors.cs,119,"return ""A call to a standard soundcard driver failed, which could possibly mean a bug in the driver or resources were missing or exhausted."";"
Assets/Plugins/FMOD/src/Editor/EventBrowser.cs,658,// Hack to undo TreeView flattening the hierarchy when searching
Assets/Plugins/Zenject/Source/Install/ScriptableObjectInstaller.cs,8,// We'd prefer to make this abstract but Unity 5.3.5 has a bug where references
Assets/Plugins/Zenject/Source/Install/MonoInstaller.cs,7,// We'd prefer to make this abstract but Unity 5.3.5 has a bug where references
Assets/Plugins/Zenject/Source/Install/MonoInstallerBase.cs,9,// We'd prefer to make this abstract but Unity 5.3.5 has a bug where references
Assets/Plugins/Zenject/Source/Install/ScriptableObjectInstallerBase.cs,8,// We'd prefer to make this abstract but Unity 5.3.5 has a bug where references
Assets/Plugins/Zenject/Source/Install/Contexts/ProjectContext.cs,24,// TODO: Set this to false the next time major version is incremented
Assets/Plugins/Zenject/Source/Install/Contexts/Context.cs,113,// TODO - Is there a way to check this using GetPrefabAssetType in 2019+?
Assets/Plugins/Zenject/Source/Install/Contexts/Context.cs,266,// TODO: Consider changing this
Assets/Plugins/Zenject/Source/Providers/ProviderUtil.cs,11,// TODO: Is it possible to do this on WSA?
Assets/Plugins/Zenject/Source/Internal/TypeExtensions.cs,42,// TODO: Is it possible to do this on WSA?
Assets/Plugins/Zenject/Source/Binding/BindingUtil.cs,295,// TODO: Is it possible to do this on WSA?
Assets/Plugins/Zenject/Source/Binding/Binders/Factory/FactoryFromBinder/Untyped/FactoryFromBinderUntyped.cs,16,// TODO - add similar methods found in FactoryFromBinder<>
Assets/Plugins/Zenject/Source/Binding/Finalizers/ProviderBindingFinalizer.cs,192,// TODO: Is it possible to do this on WSA?
Assets/Plugins/Zenject/Source/Main/DiContainer.cs,289,// TODO: We could look at the inject context though
Assets/Plugins/Zenject/Source/Main/DiContainer.cs,1248,// TODO:  This is flawed since it doesn't allow binding new decorators in subcontainers
Assets/Plugins/Zenject/Source/Editor/ZenMenuItems.cs,176,"+ ""\n        // TODO"""
Assets/Plugins/Zenject/Source/Editor/ZenMenuItems.cs,335,"+ ""\n        // TODO"""
Assets/Plugins/Zenject/Source/Editor/ZenMenuItems.cs,390,"+ ""\n        // TODO: Add assertions here now that the scene has started"""
Assets/Plugins/Demigiant/DOTween/Modules/DOTweenModulePhysics.cs,229,/// <para>BEWARE: doesn't work on Windows Phone store (waiting for Unity to fix their own bug).
Assets/Plugins/Demigiant/DOTween/Modules/DOTweenModulePhysics.cs,269,/// <para>BEWARE: doesn't work on Windows Phone store (waiting for Unity to fix their own bug).
Assets/Plugins/Demigiant/DOTween/Modules/DOTweenModulePhysics2D.cs,105,//         /// <para>BEWARE: doesn't work on Windows Phone store (waiting for Unity to fix their own bug).
Assets/Plugins/Demigiant/DOTween/Modules/DOTweenModulePhysics2D.cs,133,//         /// <para>BEWARE: doesn't work on Windows Phone store (waiting for Unity to fix their own bug).
Assets/Plugins/UniTask/Runtime/CompilerServices/AsyncUniTaskVoidMethodBuilder.cs,41,// workaround for IL2CPP bug.
Assets/Plugins/UniTask/Runtime/CompilerServices/AsyncUniTaskVoidMethodBuilder.cs,64,// workaround for IL2CPP bug.
Assets/Plugins/UniTask/Runtime/CompilerServices/StateMachineRunner.cs,11,// #ENABLE_IL2CPP in this file is to avoid bug of IL2CPP VM.
Assets/Plugins/UniTask/Runtime/CompilerServices/StateMachineRunner.cs,43,// Get AsyncStateMachine internal state to check IL2CPP bug
Assets/Plugins/UniTask/Runtime/CompilerServices/StateMachineRunner.cs,234,// workaround for IL2CPP bug.
Assets/Plugins/UniTask/Runtime/CompilerServices/StateMachineRunner.cs,364,// workaround for IL2CPP bug.
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Attributes.xml,2386,"<note type=""note"">Due to a bug, multiple inline buttons are currently not supported.</note>"
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Attributes.xml,5995,">Due to a bug in Unity, enums will sometimes not work correctly. The last example shows how this can be fixed.</note"
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Attributes.xml,6066,"<para>Due to a bug in Unity, enums member arrays will in some cases appear as empty. This example shows how you can get around that.</para>"
Assets/Plugins/Sirenix/Assemblies/Sirenix.Serialization.xml,3773,Emergency hack class to support serialization of types derived from dictionary
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Editor.xml,1199,TODO
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Editor.xml,1221,TODO
Assets/Plugins/Sirenix/Assemblies/Sirenix.OdinInspector.Editor.xml,8365,This class fixes a bug where Unity's Undo.RecordObject does not mark ScriptableObjects dirty when
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Addressables/AddressablesInspectors.cs,55,public class RegisterAssetReferenceAttributeForwardToChildAttribute : Attribute // TODO: Should this be a global attribute?
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Addressables/AddressablesInspectors.cs,1645,attributes.Add(new SuppressInvalidAttributeErrorAttribute()); // TODO: Remove this with proper attribute forwarding support.
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/Internal/OdinLocalizationGUI.cs,18,// TODO: update name
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/Internal/OdinLocalizationGUI.cs,59,// TODO: LIGHT MODE
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/Internal/OdinLocalizationSyntaxHighlighter.cs,27,"// TODO: if this works nicely, maybe implement a custom solution that doesn't rely on SmartFormatter"
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/GUI/OdinAssetTableCollectionEditor.cs,478,// TODO: some caveats to just adding this
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/GUI/OdinAssetTableCollectionEditor.cs,1014,// TODO: implement when drag'n'drop areas are done and keyboard commands
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/GUI/OdinTableCollectionEditor.cs,1127,"// NOTE: returns true if pressed, TODO add xml comments later"
Assets/Plugins/Sirenix/Odin Inspector/Modules/Unity.Localization/Editor/GUI/OdinTableCollectionEditor.cs,1293,// TODO: get rid of this magic number
Assets/GameMain/Scripts/RunTime/GamePlay/PlayerControl/PlayerStMachineThrow.cs,111,//TODO(OriS):之后加一个缓速减速到0
Assets/Rendering/RainRust/Shaders/RayTracing.shader,52,float _LightHitThreshold; // 命中判定: cn.a > 阈值 视为命中光源 (TODO(vanish): RainRustLighting.shader 中clip 阈值是Hard Code)
Assets/LDtkUnity/CHANGELOG.md,4,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,29,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,44,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,51,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,58,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,71,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,86,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,100,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,107,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,114,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,121,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,128,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,147,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,154,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,175,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,182,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,189,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,196,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,203,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,210,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,222,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,234,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,241,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,310,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,322,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,330,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,337,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,344,### Bug Fixes
Assets/LDtkUnity/CHANGELOG.md,467,"- Fixed a bug where reordering IntGrid value definitions would use the wrong tile references, and in some cases, cause an exception"
Assets/LDtkUnity/CHANGELOG.md,515,- Fixed a bug causing a failure to draw scene entity references and logging error spam
Assets/LDtkUnity/CHANGELOG.md,544,- Fixed a major bug related to LDtk 1.3.0's update
Assets/LDtkUnity/CHANGELOG.md,545,- Fixed an entity reference scene drawer bug if a referenced object didn't exist
Assets/LDtkUnity/CHANGELOG.md,546,- Fixed an entity scene drawer bug where the size of an entity was different from the expected size from LDtk
Assets/LDtkUnity/CHANGELOG.md,591,- Fixed an important bug related to tile scaling for IntGrid collisions
Assets/LDtkUnity/CHANGELOG.md,694,- Fixed an important bug where tiles would not scale or space apart correctly when multiple tile layers are involved
Assets/LDtkUnity/CHANGELOG.md,736,- Fixed a major bug identified in 3.0.0 where all levels outside the first one would not build art tiles
Assets/LDtkUnity/CHANGELOG.md,773,- Fixed a bug where the importer inspector would still display error UI even after the import issue was already resolved
Assets/LDtkUnity/CHANGELOG.md,774,"- Fixed an import bug when an enum definition would be named like other types, such as Color, Point, etc."
Assets/LDtkUnity/CHANGELOG.md,811,- Fixed a bug where entity prefabs would not be instantiated correctly when both the LDtk project importer and prefabs import at the same time (ex. Multi-selection or Reimport All)
Assets/LDtkUnity/CHANGELOG.md,842,- Fixed a bug where importing/saving a level/entity prefab would break the corresponding reference in the imported LDtk project
Assets/LDtkUnity/CHANGELOG.md,880,- Fixed an import bug if an LDtk project was a dependency in a prefab
Assets/LDtkUnity/CHANGELOG.md,886,- This also fixes a major bug related to using this
Assets/LDtkUnity/CHANGELOG.md,980,- Fixed a bug when trying to get a Multiline string field from `LDtkFields`
Assets/LDtkUnity/CHANGELOG.md,981,- Fixed a visual bug where tiles that are built with off-grid pixel positions are now correctly built (i.e. The shelves in the Typical2DPlatformer sample)
Assets/LDtkUnity/CHANGELOG.md,986,- Fixed a bug related to importing a LDtk project for the first time
Assets/LDtkUnity/CHANGELOG.md,1054,- Fixed a bug related to LDtkField drawer with Odin inspector
Assets/LDtkUnity/CHANGELOG.md,1167,- Many other bug fixes
Assets/LDtkUnity/CHANGELOG.md,1243,- Fixed bug where an IntGrid tile sprite's empty physics shape had collision anyway
Assets/LDtkUnity/CHANGELOG.md,1245,- Fixed visual bug where a thrown warning was too large on higher-scale Unity editor UI
Assets/LDtkUnity/CHANGELOG.md,1246,- Fixed bug where parsing a single empty Point field resulted in a parse error
Assets/LDtkUnity/CHANGELOG.md,1247,"- Created a resolve to a bug where it was impossible to set up an int grid value with an unwritten, empty value identifier"
Assets/LDtkUnity/CHANGELOG.md,1248,- Fixed bug related to LDtk enums with spaces in their identifier
Assets/LDtkUnity/CHANGELOG.md,1249,- Many other minor bug fixes and changes to improve the overall package
Assets/LDtkUnity/CHANGELOG.md,1281,- Bunch of bug fixes
Assets/LDtkUnity/Runtime/Tools/Bank/LDtkUidBank.cs,37,"//todo while awaiting this fix, we can safely be silent for these cases. Once the bug is fixed, remove the silent param https://github.com/deepnight/ldtk/issues/1107"
Assets/LDtkUnity/Runtime/UnityAssets/Assets/LDtkArtifactAssets.cs,44,//todo the importer uses this for now for security reasons. might ease back into the indexed version if it's safe enough
Assets/LDtkUnity/Runtime/UnityAssets/Assets/LDtkTilesetTile.cs,52,//todo also potentially add auto rule stuff for cool runtime art updates later
Assets/LDtkUnity/Runtime/Components/LDtkComponentLayerTilesetTiles.cs,12,"//todo this needs more actual data, the TileInstance. A or T values"
Assets/LDtkUnity/Runtime/Components/LDtkComponentLevel.cs,175,//LevelBgPos = lvl.LevelBgPos; //todo
Assets/LDtkUnity/Runtime/Components/LDtkComponentProject.cs,60,"""LDtk application build identifier.\nThis is only used to identify the LDtk version that generated this particular project file, which can be useful for specific bug fixing. Note that the build identifier is just the dat"
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/EntityDefinition.cs,17,TilesetId == null ? null : LDtkUidBank.GetUidData<TilesetDefinition>(TilesetId.Value); //todo test that this really works by storing inside the uid bank
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/EntityDefinition.cs,44,NineSliceBorders.IsNullOrEmpty() ? Rect.zero : NineSliceBorders.ToRect(); //todo implement some importer functionality for this
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/TilesetRectangle.cs,12,"//todo while awaiting this fix, just safely not log an error if a definition is not found https://github.com/deepnight/ldtk/issues/1107"
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/ScriptableObjects/LDtkDefinitionObjectAutoLayerRule.cs,136,TileRectsIds = def.TileRectsIds; //todo make serializable. tileset tiles
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/ScriptableObjects/LDtkDefinitionObjectsCache.cs,272,"//todo while awaiting this fix, just safely return null if a definition is not found https://github.com/deepnight/ldtk/issues/1107"
Assets/LDtkUnity/Runtime/Data/Extensions/Definition/ScriptableObjects/Serializable/LDtkDefinitionObjectIntGridValue.cs,31,GroupUid = def.GroupUid; //todo add support for the actual group object reference
Assets/LDtkUnity/Runtime/Data/Extensions/Instance/FieldInstance.cs,88,//todo Tile isn't used anywhere in the importer yet
Assets/LDtkUnity/Runtime/Data/Schema/LdtkJson.cs,37,"/// that generated this particular project file, which can be useful for specific bug fixing."
Assets/LDtkUnity/Editor/Builders/LDtkBuilderLevelBackground.cs,64,"//todo this texture is only here because we need the texture's height only. once ldtk adds the image's width+height to bgpos, it will not need to be loaded anymore for performance"
Assets/LDtkUnity/Editor/Builders/LDtkBuilderIntGridValue.cs,153,//todo: predetermine the position instead during gameobject creation. profile this if it's actually proves slow
Assets/LDtkUnity/Editor/Builders/LDtkBuilderLayer.cs,38,//todo need to evaluate scale here too potentially?
Assets/LDtkUnity/Editor/Builders/LDtkBuilderLevel.cs,291,//todo this could be refactored to live in the BuilderLayer
Assets/LDtkUnity/Editor/Builders/LDtkBuilderProject.cs,5,//todo: add support for runtime building startting from here. use the LDtkConfig object instead of the importers
Assets/LDtkUnity/Editor/Builders/LDtkBuilderEntity.cs,308,"//todo while awaiting this fix, safely null check it https://github.com/deepnight/ldtk/issues/1107"
Assets/LDtkUnity/Editor/Builders/LDtkBuilderEntity.cs,357,"), //todo could be a better way to work with this. could even be the LayerObject position to save on calculating"
Assets/LDtkUnity/Editor/ParsedField/LDtkFieldParser.cs,10,//todo reinstate attribute if we add runtime building
Assets/LDtkUnity/Editor/ParsedField/Parsed/LDtkParsedTile.cs,37,"//todo while awaiting this fix, just safely return null if a definition is not found https://github.com/deepnight/ldtk/issues/1107"
Assets/LDtkUnity/Editor/ExportNativePrefab/PathDrawer.cs,86,"// todo not contextual enough to a generalized folder field, might apply differently later"
Assets/LDtkUnity/Editor/CustomEditor/LDtkJsonEditorCache.cs,60,fromJson = importer.FromJson<LdtkJson>(); //todo benchmark how long each one takes. a test run-through
Assets/LDtkUnity/Editor/CustomEditor/LDtkJsonEditorCache.cs,97,"LDtkDebug.LogError(""Bug with cache; no key. this should never happen"");"
Assets/LDtkUnity/Editor/CustomEditor/LDtkJsonEditorCache.cs,114,"LDtkDebug.LogError(""bug"");"
Assets/LDtkUnity/Editor/CustomEditor/LDtkEntityIconFactory.cs,16,"public Texture2D GetIcon() //todo get image icons in eventually, partially finished. probably add in once we can find out about setting this up during onenable"
Assets/LDtkUnity/Editor/CustomEditor/LDtkEntityIconFactory.cs,93,"//HACK test: (x:16, y:128, width:16, height:16)"
Assets/LDtkUnity/Editor/CustomEditor/LDtkEntityIconFactory.cs,124,//todo this is done for later
Assets/LDtkUnity/Editor/CustomEditor/LDtkEntityIconFactory.cs,259,//todo setup some handling here
Assets/LDtkUnity/Editor/CustomEditor/LDtkComponentWorldEditor.cs,218,//todo potentially hook up level neighbours?
Assets/LDtkUnity/Editor/CustomEditor/Importer/LDtkProjectImporterEditor.cs,119,"LDtkDebug.LogError(""Bug, cache is null, but its expected to never be null"");"
Assets/LDtkUnity/Editor/CustomEditor/Importer/LDtkProjectImporterEditor.cs,148,//todo disabled for now. Currently doesn't work perfectly as expected
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/HandleDrawers/LDtkFieldDrawerPoints.cs,190,"LDtkHandleDrawerUtil.RenderSimpleLink(from, to, _pixelsPerUnit); //todo this gridSize should be the importer's pixels per unit instead to behave better"
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/HandleDrawers/LDtkFieldDrawerEntityRef.cs,58,//pos -= (Vector3)_middleCenter; //todo get on this soon
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/ComponentDrawers/LDtkSceneDrawerField.cs,21,case EditorDisplayMode.ValueOnly: //display value (enum value could show image) todo
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/ComponentDrawers/LDtkSceneDrawerField.cs,22,case EditorDisplayMode.NameAndValue: //display identifier then value (enum value could show image) //todo
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/ComponentDrawers/LDtkSceneDrawerField.cs,23,//todo choose to show more later? like an icon in a smaller size maybe?
Assets/LDtkUnity/Editor/CustomEditor/SceneDrawer/ComponentDrawers/LDtkSceneDrawerField.cs,57,//todo address this. draw the array or array size
Assets/LDtkUnity/Editor/Utility/HandleUtil.cs,44,#elif UNITY_2021_2_OR_NEWER //todo this might be completely wrong. I've noticed that a bad offset is applied when i try using the searchbar in the hierarchy window
Assets/LDtkUnity/Editor/Utility/Artifacts/LDtkConfigData.cs,10,//todo: could be used to spawn levels in runtime potentially
Assets/LDtkUnity/Editor/Utility/Artifacts/LDtkBackgroundSliceCreator.cs,91,// todo we cannot preemptively test the image's dimensions. wait until this value is available
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkJsonDigger.cs,11,"//todo all of the data digging could be merged into one big json sweep, so that we are not starting multiple streams and can still get everything necessary for performance"
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkJsonDigger.cs,12,//todo also we might be able to cache the loaded bytes for multiple operations perhaps
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkJsonDigger.cs,410,//todo needs proper scanning for used tileset def usages
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkJsonImporter.cs,388,//todo don't need to read all bytes twice. pass in a previous FromJson
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkTilesetImporter_TextureGeneration.cs,85,//todo this could be added to the job system
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkTilesetImporter.cs,108,//todo add a digger for getting the RelPath
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkProjectImporter.cs,410,where T : Object //todo these should be indexed too for performance.
Assets/LDtkUnity/Editor/ScriptedImporter/LDtkTilesetImporter_Artifacts.cs,125,//todo really look at this function and understand if it's truly nessesary.
Assets/ThirdParty/UnityHFSM-v2.2.0/Changelog.md,84,- Fixed bug that `StateMachine`s inside `ParallelStates` don't react to global triggers (#48).
Assets/ThirdParty/UnityHFSM-v2.2.0/Changelog.md,86,- Fixed event-related bug in `ParallelStates` that incorrectly called certain methods (e.g. `Trigger` and `OnLogic`) on sub-states after a previous state caused an exit / transition.
Assets/ThirdParty/UnityHFSM-v2.2.0/Changelog.md,153,- Fix incorrect execution order (timing) bug concerning the `canExit` feature of the `State` class.
Assets/ThirdParty/UnityHFSM-v2.2.0/Changelog.md,155,- Fix `Time.time` access exception bug that occurred during the deserialisation of `State` and `State`-derived classes shown in the inspector.
